序号	对话上文	回复	连接词	本体	喻体
1007	滑板变性后的首封，这气质完全变了，现在是板哥了！	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1008	“恶心的友情”大赛第二届（第一届：	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1009	吃麦当劳爱点小薯的请点赞中薯请转发大薯评论报道	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1010	视频投稿：男朋友发这个视频给我看是什么意思？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1011	火箭少女和izone横向顺位颜值大对比！	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1012	论坛热议的关晓彤和钟楚曦同框动图，你们觉得谁赢了	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1013	亚洲影视周杨幂居然礼服搭配运动鞋，你能get吗	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1014	接机视频抢鲜打卡，酷、美、甜的晓彤你接收到了吗？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1015	超模风采独家放送中~酷酷的性感请查收！	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1016	关晓彤晚宴的外网图，这造型怎么样	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1017	于光影交错的荧幕经典中，遇见你	减回成功的我可以像男神一样逆袭起来啦	像...一样	我	男神

1018	派格力高家族续“命”的一天～又开始啦！	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1019	你们那儿今天最高气温是多少？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1020	一场即兴表演的背后是时光给予的完美历练！点击	减回成功的我可以像男神一样逆袭起来啦	像...一样	我	男神

1021	和一起勇敢突破，美出自我！即刻点击戛纳#	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1022	程潇、孟美岐、吴宣仪乐华三美同框了	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1023	考研那天宾馆涨价嫌贵，放弃考研？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1024	“胖女孩的夏日穿搭”大赛！！冲鸭！！	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1025	一直被说像的章泽天和陈都灵谁更漂亮？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1026	突击检查，你也是这个亚子吗ω	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1027	杨式姐妹花表情赏析谁更胜一筹	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1028	同是喝饮料，孟美岐和杨超越谁的广告表现力更好	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1029	蔡徐坤、肖战这两个人的表情被谁萌到了	减回成功的我可以像男神一样逆袭起来啦	像...一样	我	男神

1030	孟美岐程潇吴宣仪宇宙少女姐妹组侧颜看起来怎么样？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1031	两人的声音跟唱腔都各有特色，你觉得谁的实力更强？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1032	今日份的林一、许凯chanel活动！都好帅	减回成功的我可以像男神一样逆袭起来啦	像...一样	我	男神

1033	这条收集你对周杰伦印象比较深刻的歌词～	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1034	太热了～需要降暑～超细记得冰镇后再吃更清爽哟～	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1035	中韩爱豆审美比较，左还是右？	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1036	登记不到三个月，酒席婚纱都没办，老公要跟我离婚！	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1037	想康康各位神仙眷侣的甜甜聊天记录	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1038	我感觉很麻烦啊！话说女生洗头有做过这种事吗	减回成功的我可以像女神一样逆袭起来啦	像...一样	我	女神

1039	永远地沉醉吧沉醉于的如诗如画	我们何穗真的太有气质了，像仙女一样	像...一样	何穗	仙女

1040	南澳袋鼠岛的日落真是绝美……	好美呀，好像人间仙境一样	像...一样	南澳袋鼠岛	人间仙境

1041	好想要小嘉今天的那条阔腿裤啊	我朋友说我穿阔腿裤像立了两根圆柱一样	像...一样	穿阔腿裤	立了两根圆柱

1042	神级饭拍分享晚上整理九图发并投热门and粉条	这个必须有！！天使小蔡就像洋娃娃一样	像...一样	小蔡	洋娃娃

1043	天气好极了，苹果手机拍摄的，没有后期处理原图。	新西兰就是哪里都像小盆景儿似的那么美	像...似的	新西兰	小盆景儿

1044	《》3亿达成！继续点火！继续冲！	某些人看到吴京就像看到杀父仇人似的	像...似的	吴京	看到杀父仇人

1045	网友体验西安兵马俑主题酒店，有点心疼...	真像个坟墓似的，别住了	像...似的	西安兵马俑主题酒店	坟墓

1046	第一次，近距离，长时间，接触…	nunu走内两步道怎么像耗子似的	像...似的	nunu	耗子

1047	52岁的王祖贤近照，这状态如何	很好啊，像个大姐姐似的	像...似的	王祖贤	大姐姐

1048	有没有在看小说时遇过特别尴尬的描述	她正和她搂得像油条似的缠绵亲吻	像...似的	她正和她搂得	油条

1049	请对二位导游的服务做出评价，非常满意请按1。	呜呜高教练怎么像只猴子似的	像...似的	高教练	猴子

1050	不要在我打98的时候羞辱我,我会乱封人.乱咬人.	狗哥最近微博很活跃嘛像个公众号似的	像...似的	微博	公众号

1051	亲爱的，我刚刚用你的卡买了个包「搞笑」	这个腊肠像个人儿似的！	像...似的	腊肠	人儿

1052	你最（不）满意自己身体的哪个部位？	头大棍细长像个蘑菇似的有人过刮的疼	像...似的	你	蘑菇

1053	网友投稿:男朋友家暴该原谅吗？	结婚怎么搞的像奖励似的	像...似的	结婚	奖励

1054	球队从基地前往机场准备兵发重庆啦	老头怎么弄得的像看门大爷似的哈哈	像...似的	老头	看门大爷

1055	我好喜欢他一本正经地叫大家“孩子们”	真的很搞笑，像老干部似的	像...似的	他	老干部

1056	真的是超级无敌可爱童星对比你觉得谁差距最大？	白凯南怎么那张旧照拍得像非洲人似的	像...似的	白凯南	非洲人

1057	第一个惊艳到你的明星是谁!!	蔡除坤，太美了，像女神似的	像...似的	蔡除坤	女神

1058	你们觉得何雯娜和白敬亭像吗，哪里像？？嘴巴吗	我感觉像双胞胎兄妹似的	像...似的	何雯娜和白敬亭	双胞胎兄妹

1059	大眼小哥:火辣鱿鱼，看起来很有食欲	他为啥总像个残废似的，那个膀子折了啊	像...似的	他	残废

1060	俄罗斯大兄弟带你领略一下俄罗斯超市风情。	像抱孩子似的六块钱的小列巴	像...似的	小列巴	抱孩子

1061	牛人翻新一台别克V8发动机，全程高能	都不如买台新的了，烧油像自来水管放水似的，哗哗的	像...似的	烧油	自来水管放水

1062	走进世界遗产荔波，也是美翻了～想去～	像仙境一般的地方，很想去看看	像...般	世界遗产荔波	仙境一

1063	等等，这调儿听着有点熟啊……	湖边景色好美啊！好像画一般	像...般	湖边景色	画

1064	逼站更新啦我现在又要录一个视频嘿嘿	眼睛瞪的像铜铃射出闪电般的机警	像...般	眼睛	铜铃

1065	以前觉得自己的圈子兵强马壮，现在没有朋友。	人们会像潮水般涌向你也会像潮水般退去	像...般	人们	潮水

1066	我提出了问题“怎样才能提高修片的效率呢”	先有调色思路比较重要，有了思路之后就像行云流水般	像...般	修片	行云流水

1067	2010年的今天，巴洛特利加盟曼城	曼奇尼是真的疼爱巴洛特利，像父子一般	像...般	曼奇尼是真的疼爱巴洛特利	父子一

1068	日本电视台分析成田机场行李“零遗失”的原因。	“要像婴儿般对待”，这个有境界！	像...般	行李	婴儿

1069	处理流浪狗，一定有更温和的方式。	人反而更像疯狗一般…讽刺	像...般	人	疯狗一

1070	后知后觉说一句，杨蓉演得就是没有王媛可好啊……	机会曾像雨点般像我打来，都被我一一闪过	像...般	机会	雨点

1071	雪落在杰克沙龙冰河湖	真是像一幅画一般美了，太好看了	像...般	雪落在杰克沙龙冰河湖	一幅画

1072	【生育】剖腹产。不行了我要死了，看到那刀一层一层的划开	我勒个去，跟杀猪一样，担心羊水会不会流到腹腔里去哦	跟...一样	剖腹产	杀猪

1073	想推荐我家村头的孙老太参赛。我的吵架功夫有一半是和她学的。	看村头大妈吵架还能听到粗野的骚词笑笑呢他们呵一个个跟叫驴一样又吵又烦	跟...一样	村头大妈	叫驴

1074	中国狗王”每年屠狗20万只，现场与动物协会会长开撕…	你动保的那套标准可以自律，不能用来限制别人，否则就跟邪教一样了！	跟...一样	标准	邪教

1075	是啊狗狗做错了什么，有你们这种让他有机会吃毒饵的主人？	前几天黑人虐狗事件也没见他们出来说过话，一个个跟哑巴一样	跟...一样	他们	哑巴

1076	我刚刚发现我所有的头发只有A女士扎双马尾时的其中一边那么多	有一边也挺多的了！！头发超多也很烦，我现在剪个短发就跟狮子头一样	跟...一样	我	狮子头

1077	沈阳理工大学，东北讲座第一场！原兵器部直属学校！！！	那些考研的老师别巡演讲了考研越来越难了都快跟高考一样了	跟...一样	考研	高考

1078	想想我淘宝浏览的童装很多都是这种情况下拍出来的，哎，畜生啊！	我孩子简直跟大爷一样，让他换干净衣服上幼儿园还要看他心情呢！	跟...一样	孩子	大爷

1079	欧洲太落后了，管理水平太低，这样危险的车都可以骑上路	骑个电动车在大马路上都跟自家后院一样，这东西还是不要上路的好	跟...一样	大马路	自家后院

1080	声音在笑泪在飙完美收官谢谢你2018.11.24邯郸三宝《返场退场》	追角追的跟嗑了药一样嗯。我不是要死了而是我必须得死了	跟...一样	追角	嗑了药

1081	一觉起来，满天的鹅毛大雪，一岁宝宝第一次看，看呆了	哈哈，这坑娃的爸先说童童睡的跟猪一样，又笑她把头卡住了哈哈	跟...一样	童童	猪

1082	养一只大金毛，看着它笑着奔跑而来，大概是很多人的梦想吧..	然而事实是他可能永远不会向你笑着奔跑而来，只能是你在后面跟狗一样追他	跟...一样	你	狗

1083	袁成杰应该是节目里情商最高的吧，完美调解婆媳矛盾，厉害了都快来学一学	我跟我婆婆跟姐妹一样呀，经常一起出去，她平时也很乐意帮我带孩子	跟...一样	我跟我婆婆	姐妹

1084	你们一天都小便几次啊？我怎么就上一次，我是不是要去医院看看啊？	不能这样尿酸会变高对肾不好皮肤会变差要不了多久就跟晒干的红枣一样	跟...一样	皮肤	晒干的红枣

1085	实拍大象分娩全过程，小象出生后一动不动，母象的行为感动所有人	好可怕,这血水就跟瀑布一样爆出来!真的太不容易了!	跟...一样	血水	瀑布

1086	【粉丝投稿】巨蟹女有什么性格？分享一下你的性格吧~	跟个神经病一样，一小点事就能在脑子里脑补出一部大片儿。	跟...一样	巨蟹女	神经病
